Time,Pressure,Temperature,Position,Flow,Speed,CycleCount,Health,Fault,Vibration,Load
52,5.72,32.83,100,9.91,121.55,31,99.51,Healthy,0.43,31.42
53,5.71,33.05,90,10.45,123.33,31,99.49,Healthy,0.4,24.11
54,5.97,33.16,100,10.01,116.96,32,99.47,Healthy,0.51,49.16
55,5.9,33.2,90,9.77,120.3,32,99.47,Healthy,0.45,37.45
56,5.9,33.32,100,9.59,120.54,33,99.46,Healthy,0.59,47.61
57,5.71,33.1,90,9.54,126.85,33,99.45,Healthy,0.48,20.7
58,5.84,33.03,100,10.36,121.05,34,99.43,Healthy,0.38,40.83
59,5.71,33.07,90,9.83,126.76,34,99.42,Healthy,0.47,16.68
60,5.95,33.15,100,10.05,118.76,35,99.41,Healthy,0.32,47.98
61,5.68,33.04,90,10.26,129.56,35,99.41,Healthy,0.57,8.42
62,5.99,33.01,100,9.94,118.9,36,99.41,Healthy,0.38,46.62
63,5.56,32.8,90,9.77,127.26,36,99.39,Healthy,0.43,12.06
64,5.83,32.65,100,10.39,119.43,37,99.39,Healthy,0.56,40.02
65,5.55,32.77,90,10.43,129.37,37,99.38,Healthy,0.3,9.3
66,5.5,32.57,100,10.23,127.68,38,99.37,Healthy,0.3,5.47
67,5.94,32.76,90,10.34,120.91,38,99.37,Healthy,0.2,35.99
68,5.89,32.96,100,10.1,120.16,39,99.37,Healthy,0.39,35.47
69,5.69,32.94,90,10.01,125.05,39,99.36,Healthy,0.49,19.77
70,5.9,32.81,100,9.66,122.88,40,99.34,Healthy,0.42,31.95
71,5.67,32.95,90,9.57,127.77,40,99.33,Healthy,0.2,13.73
72,5.51,32.68,100,9.95,130,41,99.32,Healthy,0.39,5.48
73,5.94,32.74,90,10.16,120.41,41,99.31,Healthy,0.44,41.81
74,5.96,32.44,100,10.28,119.7,42,99.3,Healthy,0.45,39.13
75,5.52,32.37,90,9.84,129.0,42,99.29,Healthy,0.57,11.45
76,6.0,32.1,100,9.89,121.97,43,99.28,Healthy,0.27,41.33
77,5.8,32.31,90,10.37,122.31,43,99.26,Healthy,0.55,32.59
78,5.56,32.43,100,10.33,127.84,44,99.24,Healthy,0.49,6.32
79,5.79,32.38,90,10.45,125.27,44,99.22,Healthy,0.54,24.83
80,5.81,32.53,100,10.44,122.05,45,99.2,Healthy,0.54,35.0
81,6.0,32.31,90,9.73,117.53,45,99.19,Healthy,0.54,47.83
82,5.8,32.2,100,9.69,120.6,46,99.18,Healthy,0.2,33.49
83,5.82,32.32,90,9.57,120.85,46,99.16,Healthy,0.6,33.66
84,5.69,32.48,100,9.58,128.04,47,99.16,Healthy,0.44,16.03
85,5.88,32.77,90,10.13,121.47,47,99.15,Healthy,0.43,35.37
86,5.81,32.59,100,10.02,126.44,48,99.14,Healthy,0.47,21.65
87,5.85,32.46,90,9.86,121.41,48,99.14,Healthy,0.4,42.13
88,5.77,32.33,100,10.25,124.23,49,99.14,Healthy,0.28,28.69
89,5.86,32.41,90,9.69,122.49,49,99.12,Healthy,0.45,30.82
90,5.65,32.42,100,10.41,125.59,50,99.12,Healthy,0.51,21.74
91,5.94,32.46,90,9.9,122.25,50,99.12,Healthy,0.58,35.9
92,5.85,32.66,100,9.57,121.07,51,99.12,Healthy,0.36,34.4
93,6.0,32.51,90,9.96,119.01,51,99.11,Healthy,0.47,43.98
94,5.96,32.65,100,9.77,120.47,52,99.1,Healthy,0.33,42.31
95,5.56,32.63,90,10.2,127.82,52,99.1,Healthy,0.36,9.89
96,5.76,32.39,100,9.51,121.81,53,99.1,Healthy,0.3,32.18
97,5.83,32.38,90,9.66,124.64,53,99.09,Healthy,0.54,27.41
98,5.63,32.44,100,10.03,126.78,54,99.08,Healthy,0.45,20.09
99,5.58,32.51,90,10.23,127.64,54,99.06,Healthy,0.4,15.52
100,5.95,32.27,100,9.96,120.57,55,99.04,Healthy,0.33,43.34
101,5.62,32.48,90,9.85,126.76,55,99.04,Healthy,0.51,16.59
102,5.77,32.42,100,9.72,121.49,56,99.04,Healthy,0.38,30.85
103,5.49,32.51,90,9.93,126.81,56,99.03,Healthy,0.54,6.72
104,5.79,32.78,100,9.65,120.83,57,99.02,Healthy,0.48,31.12
105,5.73,32.8,90,9.92,125.7,57,99.0,Healthy,0.37,19.57
106,5.87,32.69,100,10.32,121.97,58,98.98,Healthy,0.45,37.72
107,5.6,32.56,90,10.11,125.06,58,98.96,Healthy,0.36,16.29
108,5.9,32.4,100,10.47,120.74,59,98.95,Healthy,0.24,32.42
109,5.66,32.4,90,10.14,126.77,59,98.94,Healthy,0.33,19.41
110,5.83,32.59,100,10.44,118.34,60,98.94,Healthy,0.53,42.09
111,5.73,32.6,90,10.4,125.92,60,98.93,Healthy,0.32,25.31
112,5.86,32.38,100,9.82,118.86,61,98.92,Healthy,0.48,45.11
113,5.58,32.6,90,9.61,127.2,61,98.92,Healthy,0.38,5.84
114,5.6,32.65,100,9.75,125.79,62,98.91,Healthy,0.56,10.05
115,5.52,32.8,90,9.77,126.93,62,98.9,Healthy,0.4,6.84
116,5.88,32.65,100,9.79,116.52,63,98.89,Healthy,0.32,48.17
117,5.51,32.39,90,10.04,126.94,63,98.89,Healthy,0.47,10.25
118,5.62,32.43,100,10.18,123.47,64,98.89,Healthy,0.48,20.35
119,5.54,32.48,90,10.4,126.86,64,98.87,Healthy,0.31,12.78
120,6.0,32.35,100,9.95,118.63,65,98.85,Healthy,0.25,48.34
121,5.75,32.1,90,10.06,124.54,65,98.83,Healthy,0.47,26.78
122,5.56,32.27,100,9.95,126.97,66,98.83,Healthy,0.52,11.41
123,6.0,32.49,90,10.38,118.09,66,98.82,Healthy,0.2,44.71
124,5.66,32.33,100,9.85,127.52,67,98.81,Healthy,0.43,12.86
125,5.56,32.1,90,10.23,129.1,67,98.8,Healthy,0.44,11.66
126,5.74,32.15,100,9.85,123.81,68,98.8,Healthy,0.27,17.98
127,5.65,31.88,90,9.89,129.52,68,98.8,Healthy,0.25,5.54
128,5.8,31.95,100,10.08,123.32,69,98.79,Healthy,0.41,35.31
129,5.74,31.87,90,10.47,123.92,69,98.79,Healthy,0.33,29.08
130,5.95,32.22,100,9.63,117.33,70,98.77,Healthy,0.38,45.2
131,5.68,32.22,90,9.5,126.29,70,98.76,Healthy,0.39,17.02
132,5.61,32.0,100,9.84,126.98,71,98.74,Healthy,0.35,17.42
133,5.95,32.02,90,10.42,120.03,71,98.72,Healthy,0.59,42.67
134,5.81,32.06,100,10.22,123.61,72,98.71,Healthy,0.53,26.72
135,5.78,32.03,90,9.9,123.88,72,98.7,Healthy,0.21,28.25
136,5.78,32.13,100,10.27,125.74,73,98.7,Healthy,0.38,22.39
137,5.69,32.06,90,10.49,125.46,73,98.7,Healthy,0.28,21.03
138,5.69,32.23,100,10.01,126.04,74,98.68,Healthy,0.56,14.43
139,5.5,32.37,90,9.65,129.38,74,98.66,Healthy,0.5,9.37
140,5.85,32.18,100,10.16,120.29,75,98.64,Healthy,0.45,41.57
141,5.57,32.26,90,10.17,126.14,75,98.63,Healthy,0.37,14.13
142,5.82,32.5,100,9.76,123.48,76,98.62,Healthy,0.36,28.87
143,5.54,32.59,90,10.16,127.35,76,98.61,Healthy,0.55,12.67
144,5.94,32.68,100,9.83,117.71,77,98.6,Healthy,0.58,46.03
145,5.87,32.54,90,9.68,123.02,77,98.59,Healthy,0.33,29.24
146,5.78,32.72,100,9.72,124.57,78,98.59,Healthy,0.38,19.86
147,5.8,32.67,90,9.85,123.73,78,98.57,Healthy,0.25,29.19
148,5.97,32.68,100,10.01,119.75,79,98.55,Healthy,0.52,48.19
149,5.87,32.77,90,9.53,120.2,79,98.54,Healthy,0.39,42.96
150,5.93,32.97,100,9.94,123.15,80,98.54,Healthy,0.3,33.66
151,5.87,32.61,90,10.02,124.69,80,98.53,Healthy,0.59,26.86
152,5.72,32.57,100,9.51,125.29,81,98.51,Healthy,0.28,22.76
153,5.73,32.44,90,10.29,126.5,81,98.49,Healthy,0.37,13.74
154,5.93,32.47,100,9.61,118.44,82,98.49,Healthy,0.29,41.63
155,5.91,32.46,90,9.91,122.9,82,98.47,Healthy,0.4,37.74
156,5.52,32.69,100,9.74,128.26,83,98.47,Healthy,0.22,8.22
157,5.85,32.38,90,9.86,123.4,83,98.46,Healthy,0.22,29.65
158,6.0,32.38,100,10.1,120.56,84,98.46,Healthy,0.55,44.67
159,5.62,32.13,90,10.11,125.68,84,98.46,Healthy,0.54,15.82
160,5.65,32.45,100,10.14,128.72,85,98.44,Healthy,0.22,12.53
161,5.99,32.64,90,9.82,119.8,85,98.43,Healthy,0.51,49.56
162,5.65,32.56,100,10.42,125.35,86,98.42,Healthy,0.4,23.21
163,5.91,32.58,90,9.67,117.42,86,98.42,Healthy,0.36,49.71
164,6.0,32.61,100,10.26,119.38,87,98.4,Healthy,0.53,46.92
165,5.83,32.79,90,10.06,123.4,87,98.38,Healthy,0.36,32.92
166,5.92,32.9,100,10.26,119.91,88,98.37,Healthy,0.56,45.23
167,5.93,32.73,90,10.2,119.05,88,98.35,Healthy,0.21,49.39
168,5.71,32.64,100,9.63,122.58,89,98.34,Healthy,0.25,29.97
169,5.97,32.39,90,9.68,119.02,89,98.32,Healthy,0.41,44.4
170,5.8,32.24,100,10.49,124.06,90,98.31,Healthy,0.48,30.03
171,5.98,32.25,90,9.6,119.08,90,98.29,Healthy,0.2,42.67
172,5.62,32.23,100,9.92,126.73,91,98.28,Healthy,0.5,5.92
173,5.7,32.33,90,9.73,122.02,91,98.26,Healthy,0.48,27.72
174,5.9,32.28,100,10.15,120.88,92,98.24,Healthy,0.44,40.34
175,5.59,32.29,90,9.9,128.77,92,98.23,Healthy,0.38,6.27
176,5.63,32.14,100,10.32,127.24,93,98.23,Healthy,0.31,16.64
177,5.68,31.99,90,10.27,122.58,93,98.21,Healthy,0.3,24.05
178,5.6,31.81,100,9.75,126.16,94,98.19,Healthy,0.32,18.38
179,5.75,31.94,90,10.28,123.38,94,98.18,Healthy,0.42,28.17
180,5.61,32.29,100,10.45,127.83,95,98.17,Healthy,0.25,13.99
181,5.95,32.16,90,10.42,119.04,95,98.17,Healthy,0.59,39.47
182,5.72,32.22,100,9.91,125.05,96,98.16,Healthy,0.57,21.76
183,5.59,32.03,90,9.51,124.56,96,98.14,Healthy,0.38,17.6
184,6.0,32.13,100,9.78,120.55,97,98.14,Healthy,0.2,43.37
185,5.82,31.98,90,10.46,118.75,97,98.13,Healthy,0.36,40.48
186,5.93,32.02,100,9.69,119.78,98,98.11,Healthy,0.29,46.51
187,5.71,31.97,90,9.94,126.79,98,98.1,Healthy,0.29,16.84
188,5.95,32.11,100,9.91,120.2,99,98.09,Healthy,0.24,48.48
189,5.86,32.05,90,9.67,123.29,99,98.07,Healthy,0.39,33.47
190,5.81,32.26,100,10.25,121.04,100,98.05,Healthy,0.38,31.96
191,5.96,32.28,90,9.69,118.6,100,98.04,Healthy,0.24,40.68
192,5.5,32.08,100,9.93,126.87,101,98.04,Healthy,0.25,7.95
193,5.9,32.21,90,10.38,120.98,101,98.04,Healthy,0.56,39.5
194,5.79,32.39,100,10.06,122.81,102,98.02,Healthy,0.33,37.29
195,5.82,32.53,90,10.05,123.69,102,98.0,Healthy,0.29,29.99
196,5.92,32.48,100,9.6,120.43,103,97.99,Healthy,0.47,39.81
197,5.79,32.57,90,10.49,121.27,103,97.98,Healthy,0.42,31.65
198,5.87,32.38,100,10.17,124.68,104,97.97,Healthy,0.38,29.2
199,5.59,32.52,90,9.84,127.96,104,97.96,Healthy,0.53,15.55
200,6.0,32.49,100,9.75,117.6,105,97.95,Healthy,0.31,46.66
201,5.72,32.58,90,10.12,124.46,105,97.93,Healthy,0.32,14.82
202,5.84,32.43,100,9.63,121.08,106,97.92,Healthy,0.27,32.66
203,5.72,32.61,90,9.98,126.26,106,97.92,Healthy,0.42,23.39
204,5.84,32.72,100,9.86,124.68,107,97.9,Healthy,0.24,27.71
205,5.6,32.4,90,9.53,129.16,107,97.89,Healthy,0.6,9.22
206,6.0,32.45,100,10.25,117.65,108,97.88,Healthy,0.42,48.02
207,5.58,32.58,90,9.77,127.67,108,97.88,Healthy,0.56,6.66
208,5.77,32.8,100,10.13,126.26,109,97.87,Healthy,0.51,23.23
209,5.7,32.67,90,9.59,124.09,109,97.86,Healthy,0.23,21.44
210,5.74,32.74,100,10.26,120.43,110,97.86,Healthy,0.51,33.84
211,5.6,32.62,90,9.66,129.66,110,97.84,Healthy,0.34,7.52
212,5.93,32.84,100,10.31,119.6,111,97.83,Healthy,0.34,38.6
213,5.74,33.09,90,9.89,125.78,111,97.83,Healthy,0.41,23.31
214,5.81,33.18,100,10.24,124.77,112,97.82,Healthy,0.22,27.3
215,5.94,33.37,90,10.26,122.5,112,97.81,Healthy,0.29,37.47
216,5.85,33.03,100,10.13,120.56,113,97.8,Healthy,0.38,37.1
217,5.79,33.15,90,9.93,123.07,113,97.79,Healthy,0.31,20.68
218,5.67,33.24,100,10.47,127.37,114,97.78,Healthy,0.28,16.61
219,5.79,33.06,90,9.62,122.37,114,97.78,Healthy,0.6,37.2
220,5.78,32.95,100,10.12,123.88,115,97.77,Healthy,0.25,26.77
221,5.89,33.05,90,10.31,120.96,115,97.76,Healthy,0.34,44.52
222,5.9,33.12,100,9.56,120.76,116,97.75,Healthy,0.35,35.52
223,5.62,32.96,90,9.85,127.78,116,97.74,Healthy,0.37,11.25
224,5.72,32.89,100,9.6,127.15,117,97.73,Healthy,0.52,15.09
225,5.56,32.56,90,10.19,129.99,117,97.71,Healthy,0.45,5.96
226,5.75,32.79,100,10.47,122.91,118,97.71,Healthy,0.47,21.36
227,5.77,32.42,90,10.15,121.67,118,97.7,Healthy,0.33,32.04
228,6.0,32.38,100,9.86,119.7,119,97.68,Healthy,0.39,44.82
229,5.66,32.62,90,9.67,129.23,119,97.67,Healthy,0.3,10.44
230,5.89,32.5,100,9.99,123.73,120,97.66,Healthy,0.31,29.51
231,6.0,32.49,90,9.65,116.24,120,97.64,Healthy,0.26,49.24
232,5.94,32.2,100,9.62,120.88,121,97.62,Healthy,0.59,35.63
233,5.91,32.13,90,10.1,120.61,121,97.6,Healthy,0.29,38.8
234,5.55,32.05,100,10.15,129.6,122,97.6,Healthy,0.22,5.08
235,5.84,31.92,90,9.71,124.08,122,97.59,Healthy,0.51,27.79
236,5.6,31.94,100,10.49,124.11,123,97.58,Healthy,0.58,18.36
237,5.83,31.87,90,9.65,122.25,123,97.57,Healthy,0.24,24.46
238,6.0,31.91,100,9.68,119.63,124,97.55,Healthy,0.43,46.85
239,5.95,32.01,90,9.98,120.3,124,97.54,Healthy,0.3,45.35
240,5.78,32.01,100,9.97,123.94,125,97.54,Healthy,0.44,20.47
241,5.81,32.09,90,10.16,122.09,125,97.54,Healthy,0.47,28.28
242,5.67,32.21,100,10.48,122.37,126,97.53,Healthy,0.2,25.06
243,6.0,32.3,90,10.42,117.45,126,97.52,Healthy,0.38,44.15
244,5.91,32.32,100,10.03,121.24,127,97.52,Healthy,0.58,38.64
245,6.0,32.14,90,9.97,118.58,127,97.51,Healthy,0.35,49.9
246,5.75,31.87,100,9.7,126.76,128,97.49,Healthy,0.44,18.49
247,5.87,32.02,90,9.54,122.34,128,97.48,Healthy,0.52,34.74
248,5.56,32.13,100,9.91,125.69,129,97.47,Healthy,0.59,12.91
249,6.0,32.21,90,9.72,121.28,129,97.46,Healthy,0.26,44.0
250,5.72,32.17,100,9.83,124.02,130,97.46,Healthy,0.49,25.75
251,5.93,32.01,90,9.54,121.32,130,97.46,Healthy,0.59,33.99
252,5.88,32.18,100,9.66,116.9,131,97.44,Healthy,0.43,47.89
253,5.9,32.23,90,10.09,122.86,131,97.44,Healthy,0.3,35.16
254,5.77,32.11,100,9.75,125.86,132,97.43,Healthy,0.47,23.14
255,5.67,32.06,90,9.74,127.14,132,97.41,Healthy,0.27,8.65
256,5.79,32.24,100,10.31,122.08,133,97.4,Healthy,0.53,37.75
257,5.53,32.48,90,10.06,125.18,133,97.39,Healthy,0.36,12.98
258,5.57,32.57,100,9.56,129.06,134,97.38,Healthy,0.28,12.03
259,6.0,32.69,90,9.56,120.04,134,97.38,Healthy,0.26,48.64
260,5.68,32.71,100,9.94,124.75,135,97.36,Healthy,0.47,28.18
261,5.89,32.73,90,10.11,119.68,135,97.34,Healthy,0.23,45.33
262,5.64,32.36,100,10.02,125.93,136,97.33,Healthy,0.34,20.04
263,5.91,32.34,90,9.68,117.42,136,97.33,Healthy,0.27,48.44
264,5.72,32.28,100,9.96,124.18,137,97.32,Healthy,0.28,25.13
265,6.0,32.35,90,10.04,120.21,137,97.3,Healthy,0.42,48.6
266,5.73,32.54,100,10.19,124.92,138,97.29,Healthy,0.45,23.97
267,5.6,32.59,90,9.66,126.88,138,97.27,Healthy,0.25,13.3
268,5.75,32.63,100,10.46,126.49,139,97.27,Healthy,0.39,20.25
269,5.88,32.47,90,10.32,123.93,139,97.25,Healthy,0.45,29.89
270,5.88,32.47,100,9.98,118.7,140,97.24,Healthy,0.5,45.7
271,5.8,32.64,90,9.76,124.67,140,97.23,Healthy,0.52,26.41
272,5.8,32.48,100,9.62,123.53,141,97.21,Healthy,0.36,27.82
273,6.0,32.54,90,9.95,121.07,141,97.2,Healthy,0.55,43.68
274,6.0,32.67,100,10.27,119.71,142,97.19,Healthy,0.5,47.45
275,5.89,32.58,90,9.68,120.09,142,97.18,Healthy,0.53,36.49
276,5.84,32.71,100,9.71,122.3,143,97.17,Healthy,0.58,23.85
277,5.49,32.48,90,10.38,129.73,143,97.16,Healthy,0.49,5.45
278,5.81,32.45,100,10.21,123.65,144,97.15,Healthy,0.59,22.57
279,5.78,32.57,90,9.54,124.09,144,97.14,Healthy,0.53,21.7
280,5.82,32.58,100,9.63,120.42,145,97.14,Healthy,0.41,34.99
281,5.59,32.45,90,10.23,124.6,145,97.13,Healthy,0.36,17.65
282,5.9,32.23,100,9.64,118.25,146,97.12,Healthy,0.25,49.51
283,5.65,32.52,90,9.52,124.91,146,97.11,Healthy,0.32,18.64
284,5.68,32.57,100,9.8,125.15,147,97.1,Healthy,0.59,21.93
285,5.49,32.58,90,10.02,130,147,97.08,Healthy,0.25,5.83
286,5.65,32.57,100,9.59,127.29,148,97.07,Healthy,0.47,6.88
287,5.6,32.61,90,10.03,128.72,148,97.07,Healthy,0.52,10.55
288,5.7,32.33,100,10.32,124.89,149,97.06,Healthy,0.56,20.97
289,5.7,32.36,90,10.03,126.43,149,97.05,Healthy,0.45,14.8
290,5.65,32.35,100,10.31,126.17,150,97.03,Healthy,0.3,8.72
291,5.57,32.29,90,10.19,128.32,150,97.01,Healthy,0.55,10.75
292,5.79,32.15,100,9.87,124.85,151,96.99,Healthy,0.28,24.33
293,6.0,32.07,90,9.76,117.34,151,96.98,Healthy,0.43,46.47
294,5.93,31.87,100,10.24,120.04,152,96.97,Healthy,0.25,40.12
295,5.61,31.79,90,10.48,126.2,152,96.97,Healthy,0.32,21.31
296,5.87,31.7,100,10.43,124.03,153,96.96,Healthy,0.54,29.6
297,5.65,31.84,90,9.8,127.71,153,96.95,Healthy,0.34,15.63
298,5.62,32.11,100,10.1,127.72,154,96.94,Healthy,0.45,6.82
299,6.0,32.23,90,9.74,118.25,154,96.94,Healthy,0.46,44.54
300,5.67,32.35,100,9.72,127.34,155,96.93,Healthy,0.38,7.53
301,5.69,32.53,90,9.58,129.12,155,96.93,Healthy,0.33,11.74
302,5.65,32.51,100,10.31,126.1,156,96.92,Healthy,0.49,8.26
303,5.62,32.36,90,10.44,130,156,96.92,Healthy,0.34,5.06
304,5.88,32.57,100,10.21,118.08,157,96.92,Healthy,0.59,45.75
305,5.85,32.55,90,9.79,121.26,157,96.9,Healthy,0.33,37.07
306,5.67,32.67,100,9.58,127.42,158,96.88,Healthy,0.58,13.07
307,5.57,32.71,90,10.33,125.63,158,96.86,Healthy,0.56,12.91
308,5.52,32.52,100,9.98,126.7,159,96.86,Healthy,0.42,11.46
309,5.8,32.21,90,9.96,119.96,159,96.85,Healthy,0.5,35.53
310,6.0,32.45,100,10.3,118.01,160,96.85,Healthy,0.52,48.36
311,5.87,32.46,90,9.75,120.61,160,96.84,Healthy,0.43,37.4
312,5.61,32.53,100,9.86,124.03,161,96.83,Healthy,0.27,18.09
313,5.8,32.7,90,9.83,124.14,161,96.82,Healthy,0.54,28.85
314,5.76,32.45,100,9.62,124.99,162,96.81,Healthy,0.39,20.08
315,5.92,32.35,90,9.88,120.59,162,96.79,Healthy,0.22,43.99
316,5.86,32.24,100,10.47,120.92,163,96.78,Healthy,0.57,37.34
317,6.0,32.17,90,9.69,116.47,163,96.77,Healthy,0.49,49.32
318,5.71,32.17,100,10.38,123.88,164,96.76,Healthy,0.26,21.31
319,5.7,32.31,90,9.9,127.28,164,96.76,Healthy,0.32,15.9
320,6.0,32.04,100,9.84,119.18,165,96.76,Healthy,0.48,48.23
321,5.8,32.31,90,10.13,118.6,165,96.76,Healthy,0.56,40.07
322,5.95,32.35,100,10.23,118.73,166,96.76,Healthy,0.4,48.82
323,5.62,32.33,90,10.25,128.22,166,96.76,Healthy,0.5,6.77
324,5.84,32.48,100,10.34,119.05,167,96.76,Healthy,0.26,44.14
325,5.99,32.48,90,9.63,119.97,167,96.74,Healthy,0.38,42.37
326,5.52,32.35,100,9.7,125.87,168,96.72,Healthy,0.31,10.24
327,5.88,32.39,90,10.15,122.88,168,96.71,Healthy,0.53,32.51
328,5.74,32.4,100,9.77,126.59,169,96.7,Healthy,0.57,18.41
329,6.0,32.26,90,9.73,117.66,169,96.68,Healthy,0.58,43.2
330,6.0,32.28,100,10.05,121.04,170,96.67,Healthy,0.41,45.12
331,5.94,32.44,90,10.0,122.34,170,96.65,Healthy,0.37,36.77
332,5.94,32.46,100,10.47,122.1,171,96.63,Healthy,0.48,38.0
333,5.59,32.24,90,9.62,130,171,96.63,Healthy,0.45,5.21
334,5.6,32.15,100,9.84,128.61,172,96.63,Healthy,0.3,5.34
335,6.0,32.12,90,10.17,121.5,172,96.63,Healthy,0.47,41.81
336,5.74,32.03,100,9.92,124.45,173,96.62,Healthy,0.36,17.73
337,5.72,32.21,90,10.12,124.45,173,96.61,Healthy,0.53,18.03
338,5.86,32.16,100,9.97,121.29,174,96.59,Healthy,0.32,41.98
339,5.53,32.41,90,9.59,126.42,174,96.57,Healthy,0.39,7.01
340,5.87,32.49,100,10.02,119.52,175,96.57,Healthy,0.58,44.52
341,5.99,32.25,90,10.15,118.66,175,96.56,Healthy,0.53,49.37
342,5.58,32.34,100,10.03,127.24,176,96.55,Healthy,0.32,17.48
343,5.77,32.27,90,10.04,121.54,176,96.54,Healthy,0.42,34.04
344,5.84,32.28,100,9.95,122.66,177,96.53,Healthy,0.38,36.82
345,5.94,32.27,90,10.15,120.45,177,96.51,Healthy,0.43,46.95
346,5.98,32.12,100,9.92,119.28,178,96.5,Healthy,0.39,44.75
347,5.86,31.98,90,9.6,118.45,178,96.48,Healthy,0.5,45.82
348,5.67,32.09,100,10.19,127.68,179,96.46,Healthy,0.36,10.49
349,5.86,32.07,90,10.14,119.71,179,96.45,Healthy,0.32,45.78
350,5.65,32.26,100,10.25,126.13,180,96.44,Healthy,0.22,19.25
351,5.57,32.23,90,10.4,128.6,180,96.43,Healthy,0.24,6.36
352,5.55,32.04,100,9.59,126.67,181,96.42,Healthy,0.51,13.56
353,6.0,32.35,90,9.95,117.54,181,96.41,Healthy,0.31,47.99
354,5.75,32.22,100,10.4,125.18,182,96.41,Healthy,0.34,21.35
355,5.66,31.94,90,10.03,127.4,182,96.39,Healthy,0.58,13.04
356,5.81,31.95,100,9.99,122.49,183,96.39,Healthy,0.34,24.75
