Time,Pressure,Temperature,Position,Flow,Speed,CycleCount,Health,Fault,Vibration,Load
119,5.54,34.54,10,10.33,114.38,5,98.71,Air Leakage,0.87,38.6
120,5.53,34.43,0,10.22,114.8,6,98.67,Air Leakage,0.76,38.5
121,5.46,34.59,10,10.4,116.12,6,98.61,Air Leakage,0.89,39.18
122,5.31,34.62,20,10.4,115.16,6,98.57,Air Leakage,0.71,38.58
123,5.31,34.73,30,10.72,114.35,6,98.49,Air Leakage,1.15,38.99
124,5.47,34.75,40,10.11,116.0,6,98.43,Air Leakage,0.84,38.75
125,5.25,34.9,50,10.19,112.7,6,98.37,Air Leakage,0.84,39.45
126,5.38,35.29,60,10.34,115.53,6,98.32,Air Leakage,0.83,40.06
127,5.49,35.15,70,10.46,115.14,6,98.24,Air Leakage,0.82,40.57
128,5.31,35.4,80,10.14,116.86,6,98.17,Air Leakage,0.64,40.6
129,5.51,35.4,90,10.58,116.78,6,98.12,Air Leakage,0.91,40.25
130,5.37,35.38,100,10.72,111.77,6,98.06,Air Leakage,1.08,40.53
131,5.28,35.53,90,9.9,116.03,6,97.98,Air Leakage,1.28,40.56
132,5.51,35.62,80,10.25,116.45,6,97.92,Air Leakage,1.17,40.84
133,5.38,35.74,70,10.08,113.18,6,97.89,Air Leakage,0.82,40.59
134,5.3,35.6,60,10.55,114.5,6,97.83,Air Leakage,0.96,40.0
135,5.49,35.64,50,10.0,111.08,6,97.77,Air Leakage,1.06,39.35
136,5.48,35.49,40,9.98,112.21,6,97.71,Air Leakage,0.81,39.49
137,5.3,35.34,30,10.69,115.63,6,97.66,Air Leakage,0.87,39.64
138,5.44,35.24,20,10.02,115.4,6,97.59,Air Leakage,0.92,39.83
139,5.23,35.1,10,9.99,116.17,6,97.52,Air Leakage,1.02,39.58
140,5.61,35.3,0,9.98,111.54,7,97.47,Air Leakage,0.92,40.22
141,5.62,35.38,10,10.1,116.18,7,97.41,Air Leakage,0.97,40.57
142,5.51,35.37,20,9.93,115.62,7,97.36,Air Leakage,1.27,41.1
143,5.43,35.58,30,10.18,113.32,7,97.3,Air Leakage,0.91,40.39
144,5.48,35.63,40,10.24,112.52,7,97.25,Air Leakage,0.95,40.69
145,5.47,35.45,50,10.64,113.87,7,97.2,Air Leakage,0.84,40.77
146,5.24,35.7,60,10.23,115.58,7,97.16,Air Leakage,0.94,41.29
147,5.17,35.85,70,10.36,114.84,7,97.11,Air Leakage,1.03,40.61
148,5.3,35.78,80,10.63,114.12,7,97.05,Air Leakage,0.78,40.01
149,5.37,35.76,90,10.58,112.69,7,97.01,Air Leakage,0.77,40.62
150,5.35,35.87,100,9.91,116.16,7,96.96,Air Leakage,1.13,40.45
151,5.7,35.76,90,10.01,115.01,7,96.92,Air Leakage,0.94,39.87
152,5.52,35.92,80,10.61,114.93,7,96.85,Air Leakage,0.78,40.01
153,5.34,35.69,70,10.47,116.18,7,96.79,Air Leakage,1.18,39.61
154,5.21,35.56,60,10.2,112.47,7,96.73,Air Leakage,0.78,39.84
155,5.19,35.62,50,10.26,114.96,7,96.65,Air Leakage,1.03,39.23
156,5.35,35.58,40,9.91,117.71,7,96.61,Air Leakage,0.86,39.54
157,5.6,35.51,30,10.41,116.73,7,96.57,Air Leakage,0.74,39.2
158,5.26,35.39,20,10.26,113.82,7,96.49,Air Leakage,0.7,39.28
159,5.57,35.39,10,10.21,114.07,7,96.45,Air Leakage,0.61,39.35
160,5.39,35.47,0,10.28,115.29,8,96.4,Air Leakage,0.93,39.94
161,5.37,35.67,10,10.1,116.18,8,96.36,Air Leakage,0.99,39.33
162,5.53,35.53,20,10.54,115.38,8,96.31,Air Leakage,0.96,39.29
163,5.34,35.74,30,10.44,114.57,8,96.22,Air Leakage,0.96,38.86
164,5.31,35.92,40,10.27,115.92,8,96.14,Air Leakage,0.83,38.83
165,5.47,35.79,50,10.71,114.8,8,96.06,Air Leakage,0.95,39.53
166,5.55,35.7,60,10.75,112.41,8,96.02,Air Leakage,0.87,39.35
167,5.22,35.48,70,9.94,117.14,8,95.95,Air Leakage,0.71,39.42
168,5.54,35.46,80,10.76,112.18,8,95.87,Air Leakage,0.89,38.89
169,5.39,35.14,90,10.68,114.82,8,95.83,Air Leakage,1.21,39.12
170,5.35,35.19,100,10.12,112.68,8,95.79,Air Leakage,0.96,39.48
171,5.29,35.22,90,10.33,114.64,8,95.72,Air Leakage,1.05,39.45
172,5.22,35.09,80,10.29,112.06,8,95.68,Air Leakage,0.76,39.62
173,5.38,35.19,70,10.38,115.07,8,95.6,Air Leakage,1.09,39.35
174,5.47,35.1,60,10.64,112.05,8,95.53,Air Leakage,1.14,39.6
175,5.51,35.37,50,10.55,116.14,8,95.45,Air Leakage,0.77,39.98
176,5.35,35.36,40,10.11,114.89,8,95.4,Air Leakage,0.71,39.5
177,5.63,35.23,30,10.33,115.61,8,95.36,Air Leakage,0.97,39.56
178,5.5,35.16,20,10.44,111.62,8,95.28,Air Leakage,1.05,40.08
179,5.48,34.95,10,10.92,117.02,8,95.21,Air Leakage,1.27,39.83
180,5.45,35.07,0,10.33,115.45,9,95.14,Air Leakage,1.01,40.45
181,5.57,34.95,10,10.71,111.65,9,95.08,Air Leakage,0.69,40.51
182,5.49,35.11,20,10.14,115.76,9,94.99,Air Leakage,0.88,40.75
183,5.55,35.05,30,10.28,114.52,9,94.94,Air Leakage,0.89,40.65
184,5.6,34.97,40,10.15,111.99,9,94.89,Air Leakage,0.91,40.57
185,5.47,35.1,50,10.21,113.18,9,94.82,Air Leakage,0.57,40.34
186,5.44,35.28,60,10.76,116.03,9,94.75,Air Leakage,0.69,39.6
187,5.6,35.35,70,10.55,116.57,9,94.7,Air Leakage,0.98,39.91
188,5.55,35.48,80,10.47,117.56,9,94.63,Air Leakage,1.01,40.38
189,5.6,35.38,90,10.23,111.16,9,94.56,Air Leakage,1.09,40.4
190,5.56,35.49,100,10.7,111.67,9,94.53,Air Leakage,0.95,40.64
191,5.48,35.38,90,9.87,112.75,9,94.45,Air Leakage,0.9,40.96
192,5.33,35.35,80,10.27,113.91,9,94.4,Air Leakage,0.94,41.04
193,5.36,35.31,70,9.96,112.91,9,94.35,Air Leakage,0.75,41.47
194,5.42,35.31,60,10.68,114.34,9,94.29,Air Leakage,0.67,41.75
195,5.42,35.41,50,10.78,115.98,9,94.24,Air Leakage,1.1,41.3
196,5.64,35.46,40,10.28,114.72,9,94.17,Air Leakage,0.74,41.19
197,5.44,35.5,30,10.17,112.61,9,94.14,Air Leakage,0.77,41.52
198,5.39,35.5,20,10.39,117.72,9,94.07,Air Leakage,0.89,41.47
199,5.57,35.42,10,10.35,114.52,9,93.99,Air Leakage,0.79,41.12
200,5.51,35.46,0,9.88,114.06,10,93.91,Air Leakage,0.99,40.88
201,5.52,35.39,10,10.56,114.98,10,93.87,Air Leakage,0.91,40.06
202,5.29,35.37,20,10.21,115.71,10,93.82,Air Leakage,0.82,39.52
203,5.35,35.41,30,10.65,115.2,10,93.77,Air Leakage,1.11,39.97
204,5.46,35.49,40,10.41,114.18,10,93.69,Air Leakage,1.23,39.76
205,5.37,35.75,50,10.18,117.8,10,93.65,Air Leakage,1.01,39.27
206,5.32,35.81,60,10.15,114.41,10,93.61,Air Leakage,1.11,38.98
207,5.58,35.93,70,10.65,116.62,10,93.54,Air Leakage,0.86,39.65
208,5.31,35.7,80,10.59,111.82,10,93.48,Air Leakage,0.78,40.26
209,5.52,35.56,90,10.86,113.47,10,93.42,Air Leakage,0.94,40.44
210,5.26,35.25,100,10.27,115.04,10,93.34,Air Leakage,0.98,40.12
211,5.4,35.25,90,10.08,113.6,10,93.29,Air Leakage,1.12,40.07
212,5.29,35.29,80,10.3,113.42,10,93.22,Air Leakage,0.82,39.9
213,5.6,35.37,70,10.2,115.52,10,93.15,Air Leakage,0.99,39.82
214,5.44,35.34,60,10.21,112.42,10,93.07,Air Leakage,0.83,40.01
215,5.32,35.29,50,10.3,111.54,10,93.01,Air Leakage,0.83,40.54
216,5.4,35.2,40,10.49,116.69,10,92.94,Air Leakage,0.69,40.64
217,5.5,35.35,30,10.59,114.35,10,92.89,Air Leakage,1.01,40.62
218,5.59,35.65,20,10.64,115.01,10,92.85,Air Leakage,0.6,40.39
219,5.39,35.66,10,10.76,113.74,10,92.8,Air Leakage,0.97,40.63
220,5.29,35.64,0,10.22,115.53,11,92.74,Air Leakage,0.78,41.18
221,5.42,35.63,10,9.93,112.84,11,92.66,Air Leakage,0.94,41.3
222,5.45,35.93,20,10.57,113.65,11,92.6,Air Leakage,0.69,41.5
223,5.56,36.07,30,10.47,114.6,11,92.52,Air Leakage,0.8,41.59
224,5.37,36.35,40,9.86,114.92,11,92.44,Air Leakage,0.77,41.95
225,5.6,35.98,50,10.69,115.28,11,92.37,Air Leakage,0.97,42.26
226,5.37,35.74,60,10.04,114.75,11,92.3,Air Leakage,0.74,41.91
227,5.48,35.76,70,10.01,114.4,11,92.27,Air Leakage,0.98,41.66
228,5.33,35.64,80,10.17,113.72,11,92.22,Air Leakage,1.21,41.55
229,5.53,35.56,90,10.35,114.71,11,92.15,Air Leakage,1.21,41.68
230,5.3,35.52,100,10.57,113.63,11,92.11,Air Leakage,0.82,42.0
231,5.4,35.52,90,10.28,114.46,11,92.05,Air Leakage,1.29,42.32
232,5.32,35.49,80,10.78,116.83,11,92.0,Air Leakage,0.95,41.38
233,5.32,35.46,70,10.77,116.22,11,91.92,Air Leakage,0.78,40.62
234,5.31,35.39,60,10.72,114.05,11,91.86,Air Leakage,0.61,40.14
235,5.29,35.5,50,10.69,115.09,11,91.8,Air Leakage,0.89,39.84
236,5.4,35.61,40,10.28,116.22,11,91.76,Air Leakage,1.03,39.45
237,5.15,35.29,30,10.44,110.34,11,91.69,Air Leakage,1.06,39.77
238,5.51,35.31,20,10.73,115.82,11,91.64,Air Leakage,0.94,39.33
239,5.57,35.31,10,10.44,112.55,11,91.56,Air Leakage,0.76,39.84
240,5.35,35.41,0,10.28,114.57,12,91.5,Air Leakage,0.95,40.49
241,5.45,35.3,10,10.74,111.5,12,91.46,Air Leakage,0.92,40.74
242,5.44,35.47,20,10.69,114.58,12,91.42,Air Leakage,0.7,41.1
243,5.55,35.46,30,10.52,112.07,12,91.38,Air Leakage,1.03,40.65
244,5.42,35.68,40,10.26,115.53,12,91.31,Air Leakage,0.8,40.46
245,5.7,35.68,50,10.01,114.37,12,91.25,Air Leakage,1.15,39.95
246,5.23,35.49,60,9.94,117.4,12,91.21,Air Leakage,0.92,39.96
247,5.42,35.53,70,9.85,115.67,12,91.17,Air Leakage,0.74,40.02
248,5.49,35.49,80,10.71,115.42,12,91.11,Air Leakage,0.71,40.54
249,5.48,35.32,90,10.69,113.12,12,91.07,Air Leakage,1.17,40.63
250,5.56,35.35,100,10.22,117.95,12,91.02,Air Leakage,0.67,40.35
251,5.54,35.43,90,10.12,114.74,12,90.94,Air Leakage,0.97,40.69
252,5.67,35.56,80,10.18,115.64,12,90.89,Air Leakage,0.9,40.67
253,5.35,35.52,70,10.5,118.09,12,90.83,Air Leakage,1.09,40.64
254,5.33,35.52,60,10.35,115.25,12,90.77,Air Leakage,0.79,40.29
255,5.4,35.53,50,10.73,114.48,12,90.72,Air Leakage,0.96,40.01
256,5.34,35.47,40,10.56,114.17,12,90.65,Air Leakage,0.78,40.23
257,5.41,35.3,30,10.59,114.33,12,90.61,Air Leakage,0.88,40.24
258,5.3,35.33,20,10.36,119.03,12,90.54,Air Leakage,1.07,39.94
259,5.19,35.38,10,10.23,114.72,12,90.47,Air Leakage,1.06,40.19
260,5.57,35.1,0,10.48,110.77,13,90.38,Air Leakage,0.62,39.72
261,5.5,35.08,10,10.59,117.7,13,90.32,Air Leakage,1.22,39.45
262,5.43,34.83,20,10.46,115.5,13,90.26,Air Leakage,0.66,40.02
263,5.49,35.22,30,10.28,115.49,13,90.2,Air Leakage,0.78,39.92
264,5.27,35.32,40,10.16,113.93,13,90.13,Air Leakage,0.64,39.68
265,5.31,35.34,50,10.25,110.76,13,90.07,Air Leakage,0.77,39.52
266,5.46,35.49,60,10.62,114.95,13,90.03,Air Leakage,0.85,39.98
267,5.29,35.68,70,10.39,112.41,13,89.97,Air Leakage,0.6,39.27
268,5.33,35.75,80,10.45,113.75,13,89.93,Air Leakage,0.99,39.76
269,5.58,35.81,90,10.63,116.42,13,89.86,Air Leakage,0.82,39.16
270,5.41,35.77,100,10.16,117.24,13,89.78,Air Leakage,0.97,39.41
271,5.37,35.73,90,10.59,112.36,13,89.7,Air Leakage,0.75,39.89
272,5.6,35.68,80,10.46,114.51,13,89.66,Air Leakage,1.0,39.7
273,5.49,35.49,70,9.98,112.41,13,89.61,Air Leakage,1.12,40.18
274,5.3,35.42,60,10.55,113.11,13,89.54,Air Leakage,0.62,40.09
275,5.37,35.43,50,10.33,111.2,13,89.49,Air Leakage,0.94,40.4
276,5.47,35.49,40,10.62,115.19,13,89.43,Air Leakage,0.82,40.72
277,5.45,35.67,30,10.05,117.84,13,89.38,Air Leakage,1.0,40.77
278,5.39,35.8,20,10.33,118.66,13,89.33,Air Leakage,1.02,40.4
279,5.23,36.0,10,10.39,111.61,13,89.27,Air Leakage,0.81,39.79
280,5.37,35.87,0,10.69,114.83,14,89.2,Air Leakage,0.98,39.93
281,5.41,35.72,10,10.59,113.67,14,89.16,Air Leakage,0.9,40.45
282,5.61,35.68,20,10.49,115.21,14,89.08,Air Leakage,1.05,39.72
283,5.67,35.71,30,10.42,117.94,14,89.02,Air Leakage,0.9,39.45
284,5.63,35.72,40,10.37,113.51,14,88.96,Air Leakage,0.97,39.02
285,5.72,35.79,50,10.74,117.26,14,88.9,Air Leakage,0.7,39.35
286,5.31,35.63,60,10.0,116.37,14,88.83,Air Leakage,1.2,39.07
287,5.62,35.36,70,10.33,112.62,14,88.78,Air Leakage,1.15,38.6
288,5.35,35.26,80,10.21,117.06,14,88.71,Air Leakage,0.61,38.84
289,5.4,35.31,90,10.1,115.03,14,88.66,Air Leakage,0.92,38.46
290,5.47,35.45,100,10.38,117.77,14,88.6,Air Leakage,1.26,38.91
291,5.12,35.55,90,10.2,114.89,14,88.54,Air Leakage,1.14,38.56
292,5.42,35.51,80,10.12,116.73,14,88.51,Air Leakage,1.2,39.27
293,5.36,35.49,70,10.17,117.63,14,88.43,Air Leakage,0.8,38.76
294,5.33,35.28,60,10.53,115.4,14,88.37,Air Leakage,1.06,39.05
295,5.36,35.39,50,10.74,115.57,14,88.33,Air Leakage,1.22,38.97
296,5.41,35.48,40,10.83,113.43,14,88.27,Air Leakage,1.08,39.2
297,5.27,35.53,30,10.52,117.54,14,88.21,Air Leakage,1.0,39.52
298,5.46,35.32,20,10.16,112.75,14,88.17,Air Leakage,0.89,39.02
299,5.55,35.31,10,10.71,114.78,14,88.1,Air Leakage,1.15,39.03
300,5.32,35.44,0,10.24,112.98,15,88.04,Air Leakage,1.11,39.12
301,5.43,35.64,10,9.94,115.98,15,87.97,Air Leakage,0.98,38.56
302,5.22,35.8,20,9.99,113.86,15,87.9,Air Leakage,0.59,38.48
303,5.68,35.7,30,10.44,115.43,15,87.83,Air Leakage,1.07,38.01
304,5.42,35.51,40,10.03,115.0,15,87.78,Air Leakage,1.01,38.67
305,5.22,35.41,50,10.21,115.13,15,87.72,Air Leakage,0.83,38.57
306,5.25,35.55,60,10.73,117.44,15,87.64,Air Leakage,0.9,38.22
307,5.41,35.43,70,10.84,116.48,15,87.61,Air Leakage,0.79,38.38
308,5.51,35.48,80,10.69,118.92,15,87.54,Air Leakage,0.75,37.82
309,5.3,35.31,90,10.25,115.09,15,87.47,Air Leakage,0.85,38.17
310,5.38,35.29,100,10.01,117.44,15,87.4,Air Leakage,1.12,38.51
311,5.51,35.2,90,10.73,112.44,15,87.36,Air Leakage,0.77,38.89
312,5.32,35.35,80,10.05,113.77,15,87.28,Air Leakage,0.99,38.44
313,5.2,35.48,70,10.33,115.0,15,87.21,Air Leakage,0.83,38.57
314,5.26,35.41,60,10.74,117.31,15,87.13,Air Leakage,0.78,38.38
315,5.38,35.49,50,10.73,116.59,15,87.08,Air Leakage,0.97,38.08
316,5.17,35.4,40,10.59,114.13,15,87.03,Air Leakage,0.65,38.15
317,5.51,35.59,30,10.3,118.51,15,86.99,Air Leakage,0.7,38.49
318,5.35,35.58,20,10.15,113.48,15,86.96,Air Leakage,0.95,37.94
319,5.3,35.72,10,10.42,112.06,15,86.9,Air Leakage,0.76,38.35
320,5.17,35.67,0,10.01,113.01,16,86.83,Air Leakage,1.2,38.86
321,5.5,35.38,10,9.96,116.58,16,86.76,Air Leakage,0.64,39.09
322,5.6,35.32,20,10.41,112.51,16,86.67,Air Leakage,0.69,38.69
323,5.42,35.32,30,10.27,116.45,16,86.63,Air Leakage,0.69,38.8
324,5.38,35.27,40,10.38,113.97,16,86.56,Air Leakage,0.72,38.4
325,5.38,35.17,50,10.39,115.98,16,86.52,Air Leakage,0.99,38.65
326,5.36,35.38,60,10.31,115.5,16,86.47,Air Leakage,1.01,39.15
327,5.39,35.54,70,10.82,114.89,16,86.43,Air Leakage,0.62,38.5
328,5.19,35.71,80,9.99,118.86,16,86.39,Air Leakage,0.99,38.36
329,5.62,35.69,90,10.11,116.23,16,86.31,Air Leakage,0.79,38.75
330,5.34,35.65,100,10.11,117.22,16,86.23,Air Leakage,0.79,38.14
331,5.39,35.43,90,10.82,112.3,16,86.18,Air Leakage,1.2,37.63
332,5.28,35.33,80,10.06,114.27,16,86.12,Air Leakage,1.08,37.77
333,5.37,35.25,70,10.36,114.81,16,86.07,Air Leakage,1.06,38.08
334,5.56,35.35,60,10.67,116.24,16,86.02,Air Leakage,0.86,38.83
335,5.32,35.28,50,10.48,116.8,16,85.96,Air Leakage,0.75,38.97
336,5.43,35.31,40,10.76,115.17,16,85.88,Air Leakage,0.79,39.56
337,5.17,35.5,30,10.75,115.96,16,85.83,Air Leakage,0.89,39.58
338,5.43,35.51,20,10.79,116.79,16,85.8,Air Leakage,0.89,39.97
339,5.21,35.48,10,10.32,116.33,16,85.74,Air Leakage,0.9,40.24
340,5.45,35.41,0,10.54,113.82,17,85.66,Air Leakage,1.21,40.25
341,5.18,35.45,10,10.41,112.71,17,85.59,Air Leakage,1.16,40.02
342,5.36,35.51,20,10.24,117.36,17,85.51,Air Leakage,0.97,39.32
343,5.58,35.51,30,10.2,119.26,17,85.47,Air Leakage,1.22,39.17
