Time,Pressure,Temperature,Position,Flow,Speed,CycleCount,Health,Fault,Vibration,Load
104,5.5,34.63,40,10.04,117.47,5,99.22,Pressure Drop,0.66,44.87
105,5.56,34.7,50,10.1,117.0,5,99.18,Pressure Drop,0.75,45.51
106,5.72,34.55,60,10.06,113.69,5,99.14,Pressure Drop,0.56,45.9
107,5.4,34.55,70,9.95,114.77,5,99.11,Pressure Drop,0.77,46.3
108,5.41,34.56,80,9.69,114.3,5,99.08,Pressure Drop,0.78,46.81
109,5.45,34.64,90,9.54,112.6,5,99.04,Pressure Drop,0.67,47.4
110,5.77,34.71,100,9.6,114.6,5,99.0,Pressure Drop,0.63,47.67
111,5.7,34.75,90,9.55,112.68,5,98.97,Pressure Drop,0.54,47.46
112,5.59,34.71,80,10.01,111.76,5,98.93,Pressure Drop,0.64,47.65
113,5.5,34.8,70,10.11,115.78,5,98.89,Pressure Drop,0.81,47.21
114,5.74,34.87,60,9.97,115.48,5,98.86,Pressure Drop,0.84,47.61
115,5.73,35.0,50,9.51,111.19,5,98.82,Pressure Drop,0.63,47.99
116,5.57,35.02,40,9.87,111.66,5,98.78,Pressure Drop,0.75,48.39
117,5.52,35.06,30,10.17,111.69,5,98.75,Pressure Drop,0.55,48.35
118,5.6,35.05,20,9.95,113.34,5,98.71,Pressure Drop,0.7,48.15
119,5.77,34.98,10,10.03,113.15,5,98.67,Pressure Drop,0.71,47.96
120,5.56,34.94,0,9.66,113.0,6,98.63,Pressure Drop,0.63,47.55
121,5.68,35.03,10,9.43,112.28,6,98.59,Pressure Drop,0.64,47.09
122,5.55,35.09,20,10.01,113.44,6,98.57,Pressure Drop,0.59,47.63
123,5.58,35.14,30,9.77,113.65,6,98.53,Pressure Drop,0.61,47.99
124,5.79,35.2,40,9.52,110.84,6,98.49,Pressure Drop,0.64,48.56
125,5.43,35.19,50,9.94,115.37,6,98.44,Pressure Drop,0.69,48.74
126,5.73,35.25,60,9.81,111.4,6,98.4,Pressure Drop,0.51,48.18
127,5.72,35.08,70,9.89,114.62,6,98.37,Pressure Drop,0.53,47.91
128,5.43,35.04,80,10.09,115.49,6,98.34,Pressure Drop,0.73,47.44
129,5.56,34.9,90,9.82,112.8,6,98.3,Pressure Drop,0.63,47.59
130,5.58,34.83,100,10.0,113.98,6,98.25,Pressure Drop,0.72,48.05
131,5.71,34.89,90,9.56,114.12,6,98.23,Pressure Drop,0.7,48.34
132,5.52,35.03,80,9.91,114.75,6,98.2,Pressure Drop,0.83,48.89
133,5.49,34.99,70,9.66,112.04,6,98.16,Pressure Drop,0.66,48.25
134,5.61,35.11,60,9.7,115.51,6,98.12,Pressure Drop,0.72,48.83
135,5.49,35.03,50,10.17,113.45,6,98.09,Pressure Drop,0.7,48.21
136,5.44,35.13,40,10.04,114.89,6,98.06,Pressure Drop,0.63,48.53
137,5.56,34.99,30,9.73,114.95,6,98.02,Pressure Drop,0.68,48.0
138,5.5,35.07,20,9.94,114.68,6,97.97,Pressure Drop,0.65,48.09
139,5.66,35.1,10,10.18,111.16,6,97.93,Pressure Drop,0.63,48.06
140,5.54,35.15,0,9.52,114.14,7,97.89,Pressure Drop,0.84,48.42
141,5.61,35.19,10,9.74,112.73,7,97.86,Pressure Drop,0.59,48.59
142,5.57,35.22,20,9.93,113.38,7,97.82,Pressure Drop,0.68,47.95
143,5.8,35.33,30,10.0,115.17,7,97.79,Pressure Drop,0.54,48.43
144,5.56,35.41,40,9.89,113.4,7,97.75,Pressure Drop,0.63,48.98
145,5.62,35.32,50,9.8,112.72,7,97.7,Pressure Drop,0.69,48.35
146,5.43,35.25,60,9.8,111.39,7,97.67,Pressure Drop,0.72,48.74
147,5.7,35.19,70,10.0,112.72,7,97.62,Pressure Drop,0.82,49.21
148,5.7,35.27,80,9.64,114.02,7,97.59,Pressure Drop,0.58,49.09
149,5.65,35.27,90,9.58,115.35,7,97.54,Pressure Drop,0.7,49.34
150,5.69,35.18,100,9.67,112.45,7,97.5,Pressure Drop,0.65,48.84
151,5.4,35.32,90,10.04,115.15,7,97.47,Pressure Drop,0.78,48.3
152,5.45,35.29,80,10.05,112.72,7,97.44,Pressure Drop,0.7,48.72
153,5.61,35.29,70,10.0,112.52,7,97.41,Pressure Drop,0.63,48.36
154,5.49,35.22,60,9.7,115.75,7,97.38,Pressure Drop,0.55,48.62
155,5.71,35.35,50,9.67,110.9,7,97.34,Pressure Drop,0.77,48.41
156,5.43,35.23,40,10.09,114.28,7,97.3,Pressure Drop,0.76,47.96
157,5.44,35.13,30,9.58,113.05,7,97.28,Pressure Drop,0.82,48.53
158,5.43,35.05,20,9.73,114.5,7,97.25,Pressure Drop,0.52,49.03
159,5.66,35.07,10,9.74,111.9,7,97.22,Pressure Drop,0.53,49.15
160,5.56,35.09,0,9.67,112.36,8,97.18,Pressure Drop,0.63,49.69
161,5.56,34.97,10,9.79,111.48,8,97.16,Pressure Drop,0.58,47.88
162,5.49,35.11,20,9.86,113.25,8,97.12,Pressure Drop,0.69,46.95
163,5.51,34.98,30,9.75,112.19,8,97.09,Pressure Drop,0.54,45.6
164,5.41,35.08,40,9.5,115.17,8,97.07,Pressure Drop,0.5,44.38
165,5.48,35.04,50,9.39,115.38,8,97.04,Pressure Drop,0.61,43.64
166,5.58,34.97,60,10.17,113.25,8,97.01,Pressure Drop,0.76,42.28
167,5.31,34.91,70,9.97,113.6,8,96.97,Pressure Drop,0.58,41.58
168,5.33,34.76,80,9.76,114.41,8,96.93,Pressure Drop,0.68,41.58
169,5.46,34.82,90,10.08,113.78,8,96.89,Pressure Drop,0.53,40.46
170,5.38,34.7,100,9.95,116.86,8,96.86,Pressure Drop,0.74,39.49
171,5.39,34.55,90,9.63,115.33,8,96.83,Pressure Drop,0.55,39.34
172,5.33,34.58,80,9.5,118.12,8,96.8,Pressure Drop,0.49,39.44
173,5.59,34.53,70,9.49,118.13,8,96.76,Pressure Drop,0.65,39.19
174,5.15,34.44,60,9.69,117.95,8,96.72,Pressure Drop,0.67,38.51
175,5.2,34.4,50,9.6,118.21,8,96.69,Pressure Drop,0.51,37.84
176,5.15,34.22,40,9.99,116.96,8,96.66,Pressure Drop,0.51,37.11
177,5.51,34.24,30,9.7,116.07,8,96.62,Pressure Drop,0.48,36.74
178,5.52,34.1,20,10.07,117.61,8,96.6,Pressure Drop,0.67,37.15
179,5.46,34.16,10,10.13,118.42,8,96.56,Pressure Drop,0.75,36.9
180,5.25,34.03,0,10.08,115.22,9,96.51,Pressure Drop,0.73,36.47
181,5.38,34.04,10,9.76,118.09,9,96.49,Pressure Drop,0.7,35.83
182,5.25,34.01,20,10.19,117.08,9,96.45,Pressure Drop,0.47,35.87
183,5.4,34.01,30,9.77,115.3,9,96.41,Pressure Drop,0.61,35.52
184,5.31,33.87,40,10.16,118.69,9,96.38,Pressure Drop,0.53,36.11
185,5.29,33.87,50,9.88,118.12,9,96.33,Pressure Drop,0.56,36.65
186,5.29,33.85,60,9.89,115.35,9,96.29,Pressure Drop,0.63,36.8
187,5.28,33.83,70,9.86,116.35,9,96.26,Pressure Drop,0.63,37.33
188,5.3,33.91,80,9.89,116.18,9,96.23,Pressure Drop,0.43,37.36
189,5.24,33.93,90,9.6,117.93,9,96.21,Pressure Drop,0.63,37.16
190,5.3,33.83,100,9.73,117.87,9,96.17,Pressure Drop,0.71,36.95
191,5.18,33.77,90,9.37,114.17,9,96.12,Pressure Drop,0.61,37.34
192,5.27,33.97,80,9.98,115.54,9,96.09,Pressure Drop,0.55,37.3
193,5.16,34.09,70,9.57,115.15,9,96.07,Pressure Drop,0.58,37.4
194,5.1,34.18,60,10.14,116.17,9,96.04,Pressure Drop,0.56,37.18
195,5.23,34.17,50,9.85,116.04,9,95.99,Pressure Drop,0.59,36.43
196,5.36,34.25,40,10.03,116.04,9,95.94,Pressure Drop,0.68,36.16
197,5.2,34.2,30,9.82,115.04,9,95.91,Pressure Drop,0.52,36.59
198,5.35,34.14,20,9.89,116.38,9,95.88,Pressure Drop,0.6,36.24
199,5.3,34.04,10,9.53,114.32,9,95.85,Pressure Drop,0.56,36.3
200,5.28,34.08,0,9.79,113.43,10,95.82,Pressure Drop,0.68,36.46
201,5.25,34.16,10,10.01,114.97,10,95.79,Pressure Drop,0.75,36.36
202,5.42,34.24,20,9.67,117.18,10,95.76,Pressure Drop,0.49,35.84
203,5.2,34.14,30,9.73,115.03,10,95.71,Pressure Drop,0.6,35.87
204,5.46,33.92,40,9.49,117.08,10,95.66,Pressure Drop,0.64,35.67
205,5.4,33.97,50,9.95,115.68,10,95.64,Pressure Drop,0.6,35.12
206,5.44,33.99,60,9.46,117.06,10,95.61,Pressure Drop,0.53,35.84
207,5.13,33.89,70,10.15,120.33,10,95.57,Pressure Drop,0.51,35.63
208,5.41,33.85,80,9.61,116.38,10,95.54,Pressure Drop,0.58,36.05
209,5.18,33.86,90,9.78,117.18,10,95.51,Pressure Drop,0.65,35.72
210,5.32,33.78,100,9.91,114.65,10,95.48,Pressure Drop,0.55,35.5
211,5.23,33.8,90,9.52,114.22,10,95.45,Pressure Drop,0.52,35.62
212,5.16,33.88,80,9.66,116.11,10,95.41,Pressure Drop,0.51,36.06
213,5.42,33.91,70,9.9,116.38,10,95.39,Pressure Drop,0.49,36.67
214,5.47,33.88,60,10.15,117.28,10,95.36,Pressure Drop,0.59,36.48
215,5.3,33.81,50,9.75,116.0,10,95.32,Pressure Drop,0.62,36.84
216,5.35,33.82,40,9.72,119.36,10,95.27,Pressure Drop,0.61,36.24
217,5.34,33.97,30,9.94,118.62,10,95.23,Pressure Drop,0.56,36.37
218,5.46,34.06,20,9.96,116.07,10,95.2,Pressure Drop,0.74,36.22
219,5.21,34.09,10,9.71,117.52,10,95.18,Pressure Drop,0.64,36.1
220,5.23,34.13,0,9.56,115.06,11,95.15,Pressure Drop,0.75,36.13
221,5.19,34.03,10,10.06,115.48,11,95.1,Pressure Drop,0.73,36.28
222,5.51,33.89,20,9.72,119.97,11,95.05,Pressure Drop,0.61,36.34
223,5.41,33.9,30,9.76,117.48,11,95.02,Pressure Drop,0.73,36.23
224,5.42,33.89,40,9.77,116.18,11,95.0,Pressure Drop,0.7,36.72
225,5.21,33.82,50,9.81,117.47,11,94.96,Pressure Drop,0.56,36.77
226,5.26,33.84,60,9.91,116.35,11,94.93,Pressure Drop,0.45,37.19
227,5.48,33.93,70,9.97,116.32,11,94.9,Pressure Drop,0.7,36.58
228,5.21,33.76,80,10.05,114.87,11,94.87,Pressure Drop,0.66,36.51
229,5.5,33.73,90,9.59,115.82,11,94.83,Pressure Drop,0.57,37.03
230,5.35,33.64,100,9.66,115.9,11,94.8,Pressure Drop,0.73,36.77
231,5.19,33.55,90,9.55,114.92,11,94.78,Pressure Drop,0.6,37.17
232,5.3,33.65,80,9.52,117.96,11,94.74,Pressure Drop,0.57,37.23
233,5.23,33.82,70,9.68,118.96,11,94.7,Pressure Drop,0.63,37.35
234,5.32,33.85,60,9.8,117.37,11,94.67,Pressure Drop,0.66,37.19
235,5.18,33.89,50,9.88,113.74,11,94.65,Pressure Drop,0.45,37.05
236,5.47,33.87,40,9.62,115.64,11,94.6,Pressure Drop,0.63,36.53
237,5.39,33.72,30,10.09,118.69,11,94.57,Pressure Drop,0.68,36.01
238,5.27,33.67,20,10.02,114.61,11,94.53,Pressure Drop,0.52,36.1
239,5.18,33.73,10,10.17,119.71,11,94.51,Pressure Drop,0.53,35.84
240,5.2,33.87,0,9.39,117.31,12,94.49,Pressure Drop,0.48,35.84
241,5.29,34.02,10,9.91,118.83,12,94.45,Pressure Drop,0.53,32.98
242,5.23,34.05,20,9.93,116.68,12,94.42,Pressure Drop,0.46,30.11
243,5.36,33.87,30,10.16,119.13,12,94.38,Pressure Drop,0.45,27.18
244,4.93,33.76,40,9.96,119.78,12,94.35,Pressure Drop,0.53,24.98
245,5.07,33.63,50,9.97,118.73,12,94.33,Pressure Drop,0.71,23.81
246,4.84,33.52,60,9.54,117.9,12,94.29,Pressure Drop,0.56,21.81
247,5.04,33.29,70,9.59,120.06,12,94.25,Pressure Drop,0.43,19.98
248,4.96,33.16,80,9.62,123.87,12,94.2,Pressure Drop,0.4,18.3
249,4.82,33.17,90,9.86,120.81,12,94.18,Pressure Drop,0.37,16.54
250,4.87,33.0,100,9.87,125.87,12,94.15,Pressure Drop,0.59,15.67
251,4.69,32.93,90,9.56,124.18,12,94.13,Pressure Drop,0.54,14.28
252,5.03,32.64,80,9.81,124.68,12,94.09,Pressure Drop,0.52,13.47
253,4.83,32.49,70,9.82,120.9,12,94.07,Pressure Drop,0.49,12.78
254,5.0,32.27,60,9.54,122.03,12,94.03,Pressure Drop,0.45,11.69
255,4.64,32.16,50,9.9,125.74,12,93.99,Pressure Drop,0.52,10.72
256,4.68,31.95,40,10.03,124.33,12,93.96,Pressure Drop,0.58,9.73
257,4.82,31.95,30,9.51,124.84,12,93.93,Pressure Drop,0.44,9.99
258,4.64,31.88,20,10.09,125.09,12,93.89,Pressure Drop,0.55,9.67
259,4.73,31.88,10,9.75,121.22,12,93.85,Pressure Drop,0.41,9.18
260,4.79,31.87,0,9.97,122.9,13,93.82,Pressure Drop,0.53,8.64
261,4.87,31.63,10,9.77,122.78,13,93.8,Pressure Drop,0.51,8.21
262,4.61,31.65,20,10.05,121.91,13,93.76,Pressure Drop,0.55,8.73
263,4.82,31.58,30,9.88,126.99,13,93.73,Pressure Drop,0.46,8.43
264,4.83,31.44,40,9.9,123.31,13,93.7,Pressure Drop,0.38,8.52
265,4.97,31.35,50,9.97,126.39,13,93.68,Pressure Drop,0.48,8.96
266,4.65,31.45,60,9.57,125.58,13,93.65,Pressure Drop,0.55,8.32
267,4.73,31.38,70,9.95,124.85,13,93.61,Pressure Drop,0.51,7.8
268,4.62,31.32,80,9.62,126.49,13,93.58,Pressure Drop,0.52,8.12
269,4.69,31.36,90,9.82,123.77,13,93.54,Pressure Drop,0.44,7.9
270,4.56,31.43,100,9.89,125.67,13,93.52,Pressure Drop,0.38,7.31
271,4.82,31.27,90,9.61,127.76,13,93.49,Pressure Drop,0.54,7.87
272,4.81,31.23,80,10.18,124.18,13,93.46,Pressure Drop,0.42,7.29
273,4.82,31.33,70,9.77,122.99,13,93.43,Pressure Drop,0.41,6.93
274,4.57,31.37,60,9.62,123.03,13,93.41,Pressure Drop,0.53,7.26
275,4.57,31.3,50,9.61,124.94,13,93.37,Pressure Drop,0.48,6.85
276,4.63,31.26,40,9.41,126.13,13,93.34,Pressure Drop,0.38,7.01
277,4.83,31.27,30,10.12,126.43,13,93.31,Pressure Drop,0.38,6.77
278,4.7,31.27,20,9.68,123.55,13,93.27,Pressure Drop,0.53,7.21
279,4.73,31.31,10,9.87,124.49,13,93.23,Pressure Drop,0.43,7.44
280,4.55,31.37,0,10.03,124.89,14,93.19,Pressure Drop,0.48,7.23
281,4.68,31.45,10,9.58,126.08,14,93.15,Pressure Drop,0.53,7.79
282,4.67,31.32,20,10.06,123.19,14,93.11,Pressure Drop,0.54,7.44
283,4.56,31.25,30,9.98,126.82,14,93.06,Pressure Drop,0.5,7.54
284,4.65,31.25,40,9.84,125.28,14,93.01,Pressure Drop,0.58,7.9
285,4.57,31.2,50,9.45,123.94,14,92.99,Pressure Drop,0.36,8.08
286,4.78,31.26,60,10.03,123.53,14,92.95,Pressure Drop,0.4,7.44
287,4.75,31.21,70,10.17,124.83,14,92.91,Pressure Drop,0.45,7.94
288,4.88,31.23,80,9.42,125.0,14,92.87,Pressure Drop,0.6,8.2
289,4.66,31.33,90,10.13,124.5,14,92.84,Pressure Drop,0.39,8.47
290,4.84,31.26,100,9.81,125.17,14,92.81,Pressure Drop,0.54,8.89
291,4.69,31.28,90,9.75,125.15,14,92.79,Pressure Drop,0.45,8.19
292,4.71,31.33,80,9.54,122.0,14,92.74,Pressure Drop,0.48,7.56
293,4.72,31.25,70,10.0,125.33,14,92.72,Pressure Drop,0.58,7.05
294,4.78,31.2,60,10.18,122.66,14,92.68,Pressure Drop,0.35,7.67
295,4.58,31.21,50,10.18,126.21,14,92.64,Pressure Drop,0.49,8.25
296,4.74,31.16,40,10.03,123.57,14,92.6,Pressure Drop,0.44,7.96
297,4.64,31.24,30,9.95,123.04,14,92.55,Pressure Drop,0.5,7.43
298,4.72,31.36,20,9.66,124.13,14,92.53,Pressure Drop,0.5,7.2
299,4.69,31.4,10,9.69,124.76,14,92.51,Pressure Drop,0.52,7.47
300,4.81,31.3,0,9.56,125.31,15,92.47,Pressure Drop,0.5,8.04
301,4.79,31.27,10,10.2,125.67,15,92.43,Pressure Drop,0.38,7.49
302,4.71,31.06,20,9.87,126.55,15,92.41,Pressure Drop,0.56,7.31
303,4.88,31.14,30,9.86,124.41,15,92.37,Pressure Drop,0.41,7.15
304,4.57,31.08,40,10.12,122.91,15,92.34,Pressure Drop,0.36,7.33
305,4.63,31.12,50,9.81,127.58,15,92.31,Pressure Drop,0.55,6.68
306,4.65,31.05,60,9.92,127.93,15,92.27,Pressure Drop,0.47,6.39
307,4.71,30.96,70,9.97,128.12,15,92.23,Pressure Drop,0.4,6.46
308,4.5,30.78,80,9.94,127.03,15,92.19,Pressure Drop,0.27,5.94
309,4.67,30.7,90,9.67,126.38,15,92.17,Pressure Drop,0.33,5.71
310,4.55,30.81,100,9.86,122.35,15,92.15,Pressure Drop,0.39,5.33
311,4.57,31.0,90,9.56,127.76,15,92.12,Pressure Drop,0.45,5.93
312,4.87,31.02,80,9.57,125.05,15,92.08,Pressure Drop,0.34,5.9
313,4.78,30.96,70,10.07,125.85,15,92.03,Pressure Drop,0.49,5.73
314,4.8,30.97,60,9.66,124.92,15,92.01,Pressure Drop,0.47,6.07
315,4.78,31.05,50,9.87,124.12,15,91.97,Pressure Drop,0.39,6.81
316,4.78,30.94,40,9.97,127.2,15,91.94,Pressure Drop,0.46,7.3
317,4.73,30.89,30,9.94,123.34,15,91.92,Pressure Drop,0.47,7.5
318,4.69,30.88,20,9.76,125.35,15,91.89,Pressure Drop,0.55,6.98
319,4.85,30.83,10,9.96,124.05,15,91.85,Pressure Drop,0.49,6.86
320,4.78,30.84,0,9.61,124.05,16,91.83,Pressure Drop,0.48,7.51
321,4.75,30.9,10,9.48,122.99,16,91.79,Pressure Drop,0.48,10.4
322,4.67,30.91,20,9.86,124.57,16,91.77,Pressure Drop,0.48,12.91
323,4.8,30.94,30,10.05,121.06,16,91.73,Pressure Drop,0.4,15.16
324,4.88,31.04,40,9.66,121.89,16,91.69,Pressure Drop,0.59,17.69
325,4.95,31.22,50,9.79,121.27,16,91.65,Pressure Drop,0.55,20.02
326,4.95,31.48,60,9.96,118.81,16,91.61,Pressure Drop,0.63,21.09
327,5.07,31.57,70,9.43,121.24,16,91.58,Pressure Drop,0.51,22.39
328,4.89,31.85,80,9.54,122.83,16,91.55,Pressure Drop,0.59,23.95
329,5.02,32.01,90,9.73,118.89,16,91.52,Pressure Drop,0.6,24.76
330,4.94,32.24,100,9.45,121.43,16,91.5,Pressure Drop,0.59,26.18
331,5.01,32.36,90,9.95,120.61,16,91.47,Pressure Drop,0.52,27.08
332,5.25,32.56,80,10.02,121.78,16,91.43,Pressure Drop,0.64,27.85
333,5.2,32.54,70,9.79,118.54,16,91.4,Pressure Drop,0.53,28.94
334,5.16,32.62,60,9.52,119.12,16,91.37,Pressure Drop,0.72,29.4
335,5.36,32.62,50,9.83,118.99,16,91.32,Pressure Drop,0.6,29.48
336,5.19,32.84,40,10.13,118.63,16,91.29,Pressure Drop,0.53,30.01
